altitude,latitude,longitude,time,accuracy,speed,provider,bearing
11.921165832318366,22.13820072853277,113.53840758353041,1700696760239,247.90977478027344,3.5924911499023438,gps,319.6954345703125
11.921165832318366,22.13820072853277,113.53840758353041,1700696760239,247.90977478027344,3.5924911499023438,gps,319.6954345703125
11.921165832318366,22.13820072853277,113.53840758353041,1700696760239,247.90977478027344,3.5924911499023438,gps,319.6954345703125
11.921165832318366,22.13820072853277,113.53840758353041,1700696760239,247.90977478027344,3.5924911499023438,gps,319.6954345703125
11.921165832318366,22.138131639506568,113.53863610292048,1700696778958,49.77166748046875,3.5924911499023438,gps,319.6954345703125
48.60358230769634,22.138131639506568,113.53863610292048,1700696790000,4.900000095367432,1.3968968391418457,gps,192.84022521972656
48.60358230769634,22.138131639506568,113.53863610292048,1700696791000,4.900000095367432,1.185810923576355,gps,192.84022521972656
48.270201365463436,22.138131639506568,113.53863610292048,1700696800000,4.900000095367432,1.081007719039917,gps,206.21852111816406
32.07142448332161,22.138131639506568,113.53863610292048,1700696805000,4.900000095367432,0.9213591814041138,gps,206.21852111816406
16.190889569930732,22.138709277414424,113.53841726156779,1700696810000,4.900000095367432,2.2084145545959473,gps,15.90317440032959
16.190889569930732,22.138131639506568,113.53863610292048,1700696814000,4.900000095367432,2.3134899139404297,gps,16.659229278564453
16.190889569930732,22.138131639506568,113.53863610292048,1700696815653,4.900000095367432,0.0,gps,16.659229278564453
16.190889569930732,22.138131639506568,113.53863610292048,1700696825000,4.900000095367432,2.845005512237549,gps,196.29405212402344
22.489564730785787,22.138468067402986,113.53836977102456,1700696830000,4.900000095367432,2.590909719467163,gps,195.4708251953125
22.710863129235804,22.138468067402986,113.53836977102456,1700696834000,4.900000095367432,0.8084232807159424,gps,195.10183715820312
27.02484201453626,22.138468067402986,113.53836977102456,1700696840000,4.900000095367432,1.8102675676345825,gps,11.709497451782227
30.375143739394844,22.138468067402986,113.53836977102456,1700696843000,4.900000095367432,0.3254986107349396,gps,9.451852798461914
37.10501707345247,22.13838629827122,113.53833138314,1700696850000,4.900000095367432,1.511094093322754,gps,190.4885711669922
37.27200393844396,22.138468067402986,113.53836977102456,1700696854000,4.900000095367432,0.2295939326286316,gps,9.451852798461914
37.4452844010666,22.138468067402986,113.53836977102456,1700696856000,4.900000095367432,0.0,gps,9.451852798461914
39.06026953458786,22.138468067402986,113.53836977102456,1700696865000,4.900000095367432,0.0,gps,9.451852798461914
37.19658050406724,22.138481854482677,113.53837835150775,1700696870000,4.900000095367432,0.630509614944458,gps,47.42634963989258
37.19658050406724,22.138468067402986,113.53836977102456,1700696874000,4.900000095367432,0.0,gps,9.451852798461914
36.311125664040446,22.138468067402986,113.53836977102456,1700696876000,4.900000095367432,0.4542621970176697,gps,9.451852798461914
36.1250362098217,22.138468067402986,113.53836977102456,1700696885000,4.900000095367432,0.8290356993675232,gps,9.451852798461914
36.27670037839562,22.138468067402986,113.53836977102456,1700696886000,4.900000095367432,0.7860271334648132,gps,9.451852798461914
36.9200653443113,22.138468067402986,113.53836977102456,1700696891000,4.900000095367432,0.0,gps,9.451852798461914
38.04838331323117,22.138468067402986,113.53836977102456,1700696896000,4.900000095367432,0.5567541718482971,gps,9.451852798461914
39.07863097731024,22.138468067402986,113.53836977102456,1700696901000,4.900000095367432,0.0,gps,9.451852798461914
40.09332882799208,22.138468067402986,113.53836977102456,1700696910000,4.900000095367432,2.6209969520568848,gps,186.9642791748047
45.36269162595272,22.138468067402986,113.53836977102456,1700696913000,4.900000095367432,0.44639280438423157,gps,186.9642791748047
45.43403336405754,22.138468067402986,113.53836977102456,1700696920000,4.900000095367432,1.7133042812347412,gps,186.9642791748047
45.56136371009052,22.138468067402986,113.53836977102456,1700696926000,4.900000095367432,0.0,gps,186.9642791748047
45.5858433637768,22.138407440985144,113.53830116162813,1700696931000,4.900000095367432,1.686099648475647,gps,7.386495590209961
46.04702555015683,22.138407440985144,113.53830116162813,1700696935000,4.900000095367432,0.41810157895088196,gps,186.9642791748047
46.17691881489009,22.138407440985144,113.53830116162813,1700696936428,4.900000095367432,0.4346901476383209,gps,186.9642791748047
46.35353905428201,22.138407440985144,113.53830116162813,1700696941464,4.900000095367432,0.0,gps,186.9642791748047
42.34335388429463,22.138407440985144,113.53830116162813,1700696950000,4.900000095367432,0.0,gps,186.9642791748047
41.61475040856749,22.138407440985144,113.53830116162813,1700696951524,4.900000095367432,0.0,gps,186.9642791748047
46.310349055565894,22.13836589823807,113.53833253610574,1700696961000,4.900000095367432,0.9604916572570801,gps,182.28643798828125
46.310349055565894,22.13836589823807,113.53833253610574,1700696961598,4.900000095367432,0.9604916572570801,gps,182.28643798828125
50.761160649359226,22.13836589823807,113.53833253610574,1700696966633,4.900000095367432,0.0,gps,186.9642791748047
63.33901588432491,22.13836589823807,113.53833253610574,1700696971673,4.900000095367432,0.4585734009742737,gps,186.9642791748047
68.35843769274652,22.13836589823807,113.53833253610574,1700696979000,4.900000095367432,0.5270451307296753,gps,186.9642791748047
69.47908470407128,22.13836589823807,113.53833253610574,1700696981732,4.900000095367432,0.2687174379825592,gps,186.9642791748047
72.98961550649256,22.13836589823807,113.53833253610574,1700696987000,4.900000095367432,0.0,gps,186.9642791748047
72.98961550649256,22.13836589823807,113.53833253610574,1700696992000,4.900000095367432,0.0,gps,186.9642791748047
72.98961550649256,22.13836589823807,113.53833253610574,1700696997000,4.900000095367432,0.0,gps,186.9642791748047
72.98961550649256,22.13836589823807,113.53833253610574,1700697002000,4.900000095367432,0.0,gps,186.9642791748047
